ID,degr_class,orig_species,canopy_width,canopy_length,height,species,plot_size,bsd,yc,yc_lc,yc_uc,area,vol
PV22,Intact,P.pyracantha,70,109,156,P.pyracantha,5,None,1.226457246705735,0.6643310086322732,9.709453203087069,0.629123563835441,0.981432759583288
PV22,Intact,P.pyracantha,91,94,180,P.pyracantha,5,None,1.4078964462590347,0.7626105750569772,11.145846866217358,0.6720063035569417,1.209611346402495
PV22,Intact,P.afra,122,145,99,P.afra,5,None,1.3075436956687625,1.0351387590711036,7.218730819837959,1.3997562417610172,1.3857586793434071
PV22,Intact,Crassula sp1,9,12,12,Crassula sp1,5,None,0.0013645432600353077,0.0019046749671326171,0.004264197687610337,0.008659014751456867,0.001039081770174824
PV22,Intact,Crassula sp1,14,18,17,Crassula sp1,5,None,0.0036259284040507152,0.005061191730654124,0.011331026262658486,0.020106192982974676,0.003418052807105695
PV22,Intact,Crassula sp1,22,29,47,Crassula sp1,5,None,0.02384443439025069,0.033282856336391595,0.07451385746953341,0.051070515574919075,0.024003142320211966
PV22,Intact,P.pyracantha,100,119,174,P.pyracantha,5,None,1.7201761157966173,0.9317620627231679,13.618060916723222,0.9417120328676254,1.6385789371896682
PV22,Intact,P.pyracantha,61,81,132,P.pyracantha,5,None,0.809139843296663,0.43828408178569245,6.405690426098582,0.39591921416865367,0.5226133627026228
PV22,Intact,P.pyracantha,67,79,157,P.pyracantha,5,None,0.941160556982093,0.5097953016986337,7.45085440944157,0.4185386812745002,0.6571057296009654
PV22,Intact,G.robusta,56,63,35,G.robusta,5,None,0.12936908121344864,0.15093059474902343,0.47974367616653874,0.27805058479678163,0.09731770467887357
PV22,Intact,Baarbossie,5,6,7,Baarbossie,5,None,0.0,0.0,0.0,0.002375829444277281,0.00016630806109940968
PV23,Intact,L.ferocissimum,64,71,85,L.ferocissimum,5,None,0.5706625933092403,0.32099770873644773,4.37507988203751,0.3578470381979624,0.30416998246826804
PV23,Intact,A.semibaccata,34,39,12,A.semibaccata,5,None,0.0,0.0,0.0,0.10463467031862506,0.012556160438235008
PV23,Intact,A.semibaccata,17,22,9,A.semibaccata,5,None,0.0,0.0,0.0,0.029864765163187968,0.0026878288646869173
PV23,Intact,Crassula sp3,31,63,36,Crassula sp3,5,None,0.03694750970561033,0.05157256563074776,0.11546096783003229,0.17349445429449634,0.06245800354601868
PV23,Intact,Crassula sp3,39,45,26,Crassula sp3,5,None,0.02118651218017528,0.02957283991816133,0.06620785056304775,0.13854423602330987,0.03602150136606057
PV23,Intact,Crassula sp2,32,37,35,Crassula sp2,5,None,0.024072066994232397,0.033600593512782724,0.07522520935697624,0.09348201639838127,0.032718705739433446
PV23,Intact,Crassula sp2,34,46,17,Crassula sp2,5,None,0.011609219842901499,0.016204536030716678,0.036278812009067185,0.12566370614359174,0.021362830044410596
PV23,Intact,Crassula sp2,30,39,16,Crassula sp2,5,None,0.008907982292328509,0.01243405861637521,0.02783744466352659,0.09348201639838127,0.014957122623741005
PV23,Intact,Crassula sp2,53,72,32,Crassula sp2,5,None,0.04569038429222452,0.06377616140789674,0.14278245091320163,0.30679615757712825,0.09817477042468103
PV23,Intact,Crassula sp2,56,74,38,Crassula sp2,5,None,0.05973678521508503,0.08338259602938952,0.1866774537971407,0.3318307240354219,0.12609567513346034
PV23,Intact,Crassula sp3,23,29,21,Crassula sp3,5,None,0.00878519432932755,0.012262667084686372,0.027453732279148595,0.053092915845667506,0.011149512327590178
PV23,Intact,P.myrtifolia,74,81,34,P.myrtifolia,5,None,0.371054843271295,0.20098804010528482,2.9375175092310855,0.4717297718905924,0.16038812244280143
PV23,Intact,P.myrtifolia,64,98,128,P.myrtifolia,5,None,0.9435014610263852,0.5110632913892921,7.469386566458883,0.5152997350050659,0.6595836608064843
PV23,Intact,E.undulata,158,267,206,E.undulata,5,None,4.690056058088487,4.885475060508841,19.63960974324554,3.5465635815916023,7.3059209780787
PV23,Intact,C.orbiculata,7,9,8,C.orbiculata,5,None,0.0019490641536226605,0.0021926971728254935,0.007471412588886866,0.005026548245743669,0.00040212385965949355
PV23,Intact,C.orbiculata,42,63,32,C.orbiculata,5,None,0.1155757048784338,0.13002266798823806,0.4430402020339963,0.21647536878642168,0.06927211801165493
PV23,Intact,C.orbiculata,11,12,14,C.orbiculata,5,None,0.004283859079614677,0.0048193414645665116,0.016421459805189595,0.010386890710931252,0.0014541646995303754
PV23,Intact,C.muscosa,29,53,21,C.muscosa,5,None,0.03097424887594073,0.042589592204418505,0.09873041829206107,0.13202543126711105,0.02772534056609332
PV23,Intact,C.muscosa,39,42,16,C.muscosa,5,None,0.024652326425285736,0.03389694883476789,0.0785792904805983,0.12882493375126647,0.020611989400202636
PV23,Intact,C.muscosa,57,86,25,C.muscosa,5,None,0.08341610329279357,0.11469714202759118,0.26588882924577956,0.40151517608286047,0.10037879402071513
PV23,Intact,Crassula sp3,36,49,24,Crassula sp3,5,None,0.019428484914788137,0.02711892686022511,0.06071401535871293,0.1418625432636641,0.03404701038327938
PV23,Intact,Crassula sp3,54,68,31,Crassula sp3,5,None,0.04255150820973041,0.0593948135427487,0.13297346315540753,0.2922466566001905,0.09059646354605905
PV23,Intact,Crassula sp3,32,34,55,Crassula sp3,5,None,0.04039150502060581,0.05637980909126228,0.12622345318939315,0.08552985999398212,0.04704142299669017
PV23,Intact,Crassula sp3,22,53,12,Crassula sp3,5,None,0.006872212954284383,0.009592463915355285,0.0214756654821387,0.11044661672776618,0.01325359400733194
PV23,Intact,Crassula sp3,9,8,11,Crassula sp3,5,None,0.0009342163465787779,0.0013040103170995443,0.0029194260830586807,0.0056745017305465635,0.0006241951903601221
PV23,Intact,G.robusta,192,248,121,G.robusta,5,None,4.19237088183876,4.89109936214522,15.546708686818734,3.80132711084365,4.5996058041208165
PV23,Intact,E.mauritanica,82,93,61,E.mauritanica,5,None,0.07518149207899902,0.053253556889290975,0.4620529200688481,0.6013204688511713,0.36680548599921453
PV23,Intact,L.ferocissimum,46,62,74,L.ferocissimum,5,None,0.41961090814015917,0.23603113582883956,3.2170169624078873,0.2290221044466959,0.16947635729055496
PV23,Intact,L.ferocissimum,95,97,82,L.ferocissimum,5,None,0.7466850129723389,0.4200103197969407,5.7245850994545995,0.7238229473870883,0.5935348168574125
PV23,Intact,E.mauritanica,28,54,81,E.mauritanica,5,None,0.04315292078671654,0.030566652223924223,0.26521065900169544,0.13202543126711105,0.10694059932635995
PV23,Intact,E.mauritanica,36,47,26,E.mauritanica,5,None,0.01158139040817225,0.008203484872455345,0.07117729521689196,0.13526519869112552,0.03516895165969264
PV23,Intact,Crassula sp3,35,71,27,Crassula sp3,5,None,0.029866136881676913,0.041688149397340696,0.09333167775524036,0.22061834409834324,0.05956695290655267
PV23,Intact,Crassula sp3,11,18,17,Crassula sp3,5,None,0.003199810132671215,0.004466401643520238,0.009999406664597548,0.01651299638543135,0.0028072093855233296
PV23,Intact,C.muscosa,101,177,45,C.muscosa,5,None,0.36510788754788837,0.5020233453783466,1.1637813915588942,1.5174677915002097,0.6828605061750944
PV23,Intact,Crassula sp3,9,11,17,Crassula sp3,5,None,0.001996120921236089,0.0027862521192253743,0.006237877878862777,0.007853981633974483,0.0013351768777756623
PV23,Intact,Crassula sp3,22,28,15,Crassula sp3,5,None,0.005451756202534466,0.00760974303270436,0.017036738132920205,0.04908738521234052,0.007363107781851078
PV23,Intact,C.muscosa,14,16,13,C.muscosa,5,None,0.004551155847082793,0.006257839289738841,0.014506809262576404,0.017671458676442587,0.0022972896279375363
PV23,Intact,Crassula sp2,8,14,12,Crassula sp2,5,None,0.0014475901154724898,0.0020205945361803507,0.004523719110851531,0.009503317777109124,0.001140398133253095
PV23,Intact,Crassula sp2,6,23,7,Crassula sp2,5,None,0.0010368802205661762,0.0014473119745402878,0.003240250689269301,0.01651299638543135,0.0011559097469801946
PV23,Intact,L.ferocissimum,19,21,28,L.ferocissimum,5,None,0.07896323544806337,0.044416819939535654,0.6053848051018192,0.031415926535897934,0.008796459430051421
PV23,Intact,L.ferocissimum,13,18,24,L.ferocissimum,5,None,0.05577333456749809,0.03137250069421768,0.4275955650174854,0.018869190875623696,0.004528605810149688
PV23,Intact,L.ferocissimum,22,36,25,L.ferocissimum,5,None,0.09834503007651697,0.055319079418040804,0.7539785639199635,0.0660519855417254,0.01651299638543135
PV23,Intact,L.ferocissimum,34,38,27,L.ferocissimum,5,None,0.12617736018437073,0.07097476510370854,0.9673597614135089,0.10178760197630929,0.02748265253360351
PV23,Intact,L.ferocissimum,24,31,29,L.ferocissimum,5,None,0.10664394441905431,0.05998721873571806,0.8176035738794165,0.05939573610693203,0.01722476347101029
PV23,Intact,L.ferocissimum,9,27,11,L.ferocissimum,5,None,0.032631010546747746,0.01835494343254561,0.2501710808583994,0.025446900494077322,0.0027991590543485056
PV23,Intact,A.semibaccata,23,34,13,A.semibaccata,5,None,0.0,0.0,0.0,0.06379396582195773,0.008293215556854507
PV23,Intact,Crassula sp3,19,22,21,Crassula sp3,5,None,0.006496248419810888,0.00906768008598603,0.020300776311909026,0.033006357816777764,0.00693133514152333
PV23,Intact,A.semibaccata,24,34,17,A.semibaccata,5,None,0.0,0.0,0.0,0.0660519855417254,0.011228837542093318
PV23,Intact,P.myrtifolia,65,78,92,P.myrtifolia,5,None,0.6435283933847423,0.34857787975006876,5.094599780962543,0.40151517608286047,0.36939396199623165
PV24,Intact,E.undulata,87,174,162,E.undulata,5,None,1.32017691602143,1.375184287522323,5.528240835839738,1.3375527072199394,2.166835385696302
PV24,Intact,C.muscosa,61,65,16,C.muscosa,5,None,0.04868123866538444,0.0669367031649036,0.1551714482459129,0.31172453105244724,0.049875924968391556
PV24,Intact,P.pyracantha,12,20,24,P.pyracantha,5,None,0.0367418964417123,0.019901860572594167,0.2908733468302224,0.020106192982974676,0.004825486315913922
PV24,Intact,C.haematocarpa,8,12,16,C.haematocarpa,5,None,0.0013544674519748773,0.0016366481711363099,0.004853508369576644,0.007853981633974483,0.0012566370614359172
PV24,Intact,C.haematocarpa,3,4,17,C.haematocarpa,5,None,0.001700208149613809,0.0020544181807833524,0.006092412536116149,0.0009621127501618741,0.00016355916752751857
PV24,Intact,Bowstring hamp sp,5,10,11,Bowstring hamp sp,5,None,0.0,0.0,0.0,0.004417864669110647,0.0004859651136021711
PV24,Intact,C.ovata,38,41,29,C.ovata,5,None,0.02152924916711447,0.009419046510612579,0.20856460130642143,0.12254174844408687,0.03553710704878519
PV24,Intact,L.ocymifolia,21,23,11,L.ocymifolia,5,None,0.00379600938548865,0.005931264664826016,0.010597192867822482,0.0380132711084365,0.0041814598219280154
PV24,Intact,L.ocymifolia,23,27,22,L.ocymifolia,5,None,0.007956786510263554,0.012432478922286803,0.022212695674485756,0.04908738521234052,0.010799224746714913
PV24,Intact,A.ferox,13,11,17,A.ferox,5,None,0.0008446411441269468,0.0005279007150793418,0.005912488008888628,0.011309733552923255,0.0019226547039969534
PV24,Intact,P.pyracantha,5,9,27,P.pyracantha,5,None,0.01333562176756932,0.007223461790766715,0.10557367232659044,0.0038484510006474965,0.001039081770174824
PV24,Intact,Bowstring hamp sp,10,13,19,Bowstring hamp sp,5,None,0.0,0.0,0.0,0.010386890710931252,0.001973509235076938
PV24,Intact,C.perforata,30,60,24,C.perforata,5,None,0.020891272109456495,0.02916073398611636,0.06528522534205154,0.15904312808798327,0.03817035074111598
PV24,Intact,P.pyracantha,19,20,55,P.pyracantha,5,None,0.08246484256422239,0.0446684563889538,0.6528466703000939,0.029864765163187968,0.01642562083975338
PV24,Intact,P.afra,77,100,90,P.afra,5,None,0.5519448131272902,0.4369563103924381,3.047195322473581,0.6151434765269664,0.5536291288742697
PV24,Intact,P.pyracantha,41,68,47,P.pyracantha,5,None,0.288676706208391,0.15636654919621176,2.285357257483095,0.23328288948312706,0.10964295805706971
PV24,Intact,Bowstring hamp sp,9,17,10,Bowstring hamp sp,5,None,0.0,0.0,0.0,0.013273228961416876,0.0013273228961416877
PV24,Intact,C.haematocarpa,86,89,93,C.haematocarpa,5,None,0.9957027244739621,1.2031407920727042,3.5679347626983646,0.6013204688511713,0.5592280360315893
PV24,Intact,P.pyracantha,25,45,67,P.pyracantha,5,None,0.2033119755969411,0.11012732011500977,1.6095531401424503,0.09621127501618741,0.06446155426084557
PV24,Intact,Bowstring hamp sp,11,8,14,Bowstring hamp sp,5,None,0.0,0.0,0.0,0.00708821842466197,0.0009923505794526759
PV24,Intact,C.perforata,3,13,18,C.perforata,5,None,0.0016167284519363078,0.0022566834641610965,0.005052276412300962,0.005026548245743669,0.0009047786842338604
PV24,Intact,S.glauca,185,188,223,S.glauca,5,None,3.5408232799305455,4.499796251578402,12.09781287309603,2.7317915268830895,6.09189510494929
PV24,Intact,P.tetragonum,66,70,84,P.tetragonum,5,None,0.10777383773159671,0.16839662145561987,0.3008686303340408,0.36316811075498007,0.30506121303418327
PV24,Intact,C.muscosa,31,45,31,C.muscosa,5,None,0.03718947352648274,0.05113552609891377,0.11854144686566373,0.11341149479459152,0.03515756338632337
PV24,Intact,Crassula sp3,8,13,20,Crassula sp3,5,None,0.0026105692651189876,0.003643919599228587,0.008158028953496837,0.008659014751456867,0.0017318029502913735
PV24,Intact,P.pyracantha,9,10,13,P.pyracantha,5,None,0.012319172702205602,0.0066728852136947025,0.09752678389246103,0.00708821842466197,0.0009214683952060561
PV24,Intact,A.racemosus,125,129,160,A.racemosus,5,None,0.13269663033935067,0.11058052528279223,0.6911282830174514,1.2667686977437442,2.0268299163899908
